case,open_switches,radial,connected,converged,opendss_converged,electrically_solved,losses_kw,min_voltage_pu,vmin_pu,max_voltage_pu,vmax_pu,v_min_limit,v_max_limit,voltage_feasible,saidi_h_user_year,saifi_int_user_year,ens_mwh_year,objective_reliability,objective_reliability_name,topologically_feasible,max_loading_percent,loading_feasible,loading_check_available,all_loads_served,operationally_feasible,feasible,infeasibility_reasons,message,seed,population,generations,method,source_seed_dir,source_file
real_system_anonymized,"5,9,15,19,24,25,29,31,34,40,43,45,47,85,88,91,110,113,119,122,129,131",True,True,True,True,True,843.3079795235631,0.9177424694544476,0.9177424694544476,0.9922261267378673,0.9922261267378673,0.9,1.05,True,4.6735953586106005,12.772876082565189,98.49681126799996,4.6735953586106005,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,1234,80,80,evolutionary,removed_for_public_release,removed_for_public_release
real_system_anonymized,"5,9,19,24,25,29,34,40,42,45,47,86,88,91,109,110,113,114,115,119,122,129",True,True,True,True,True,843.6019478787166,0.9168722730244252,0.9168722730244252,0.9922270030365552,0.9922270030365552,0.9,1.05,True,4.673527393252686,12.772690334115024,98.505175742,4.673527393252686,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,2026,80,80,evolutionary,removed_for_public_release,removed_for_public_release
real_system_anonymized,"5,9,19,24,25,29,31,34,40,43,45,47,84,87,91,109,110,113,115,119,122,129",True,True,True,True,True,843.6228383519081,0.9177428202924636,0.9177428202924636,0.992226501580562,0.992226501580562,0.9,1.05,True,4.662245143838955,12.741856091388238,98.40539481199995,4.662245143838955,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,1234,80,80,evolutionary,removed_for_public_release,removed_for_public_release
real_system_anonymized,"5,9,19,24,25,29,31,34,40,43,45,47,84,87,91,110,113,115,119,122,129,131",True,True,True,True,True,843.7607619333065,0.9177427588452434,0.9177427588452434,0.9922264359379492,0.9922264359379492,0.9,1.05,True,4.6580652743272415,12.730432561703314,98.35955485999996,4.6580652743272415,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,1234,80,80,evolutionary,removed_for_public_release,removed_for_public_release
real_system_anonymized,"5,9,19,24,25,29,31,34,40,43,45,47,84,88,91,106,113,115,119,122,129,131",True,True,True,True,True,844.1351356570563,0.9177419925117511,0.9177419925117511,0.9922256170708892,0.9922256170708892,0.9,1.05,True,4.652407158280897,12.71496900322738,98.25153386199996,4.652407158280897,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,1234,80,80,evolutionary,removed_for_public_release,removed_for_public_release
real_system_anonymized,"5,9,19,24,25,29,34,40,42,45,47,85,88,91,106,109,113,114,115,119,122,129",True,True,True,True,True,844.6266233157268,0.916871584592972,0.916871584592972,0.992226265167274,0.992226265167274,0.9,1.05,True,4.648584106898232,12.704520652905805,98.22644044,4.648584106898232,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,2026,80,80,evolutionary,removed_for_public_release,removed_for_public_release
real_system_anonymized,"5,9,19,24,25,29,34,40,42,45,47,85,88,91,106,113,114,115,119,122,129,131",True,True,True,True,True,844.8348666446175,0.9168714921272054,0.9168714921272054,0.99222616607156,0.99222616607156,0.9,1.05,True,4.644404237386518,12.69309712322088,98.18060048799998,4.644404237386518,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,2026,80,80,evolutionary,removed_for_public_release,removed_for_public_release
real_system_anonymized,"5,9,19,24,25,29,34,40,43,45,47,84,87,91,106,109,113,114,115,119,122,129",True,True,True,True,True,845.2810719971134,0.9177423389955478,0.9177423389955478,0.9922259874093978,0.9922259874093978,0.9,1.05,True,4.635228914068122,12.668021082449094,98.10828401199996,4.635228914068122,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,1234,80,80,evolutionary,removed_for_public_release,removed_for_public_release
real_system_anonymized,"5,9,19,24,25,29,34,40,43,45,47,84,87,91,106,113,114,115,119,122,129,131",True,True,True,True,True,845.4893188291301,0.9177422462172536,0.9177422462172536,0.9922258882967596,0.9922258882967596,0.9,1.05,True,4.631049044556408,12.656597552764168,98.06244405999996,4.631049044556408,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,1234,80,80,evolutionary,removed_for_public_release,removed_for_public_release
real_system_anonymized,"5,9,19,24,25,29,31,34,40,43,45,47,84,87,92,100,106,109,113,115,119,122",True,True,True,True,True,846.514432832257,0.91787998020518,0.91787998020518,0.9922258041258872,0.9922258041258872,0.9,1.05,True,4.628092551487147,12.64851749518215,98.02253168799996,4.628092551487147,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,2026,80,80,evolutionary,removed_for_public_release,removed_for_public_release
real_system_anonymized,"5,9,19,24,25,29,31,34,40,42,45,47,85,87,91,106,113,115,119,122,129,131",True,True,True,True,True,846.5595172925082,0.9168716412486024,0.9168716412486024,0.9922263259728232,0.9922263259728232,0.9,1.05,True,4.6230461236620295,12.634725672757668,97.99151068599996,4.6230461236620295,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,2026,80,80,evolutionary,removed_for_public_release,removed_for_public_release
real_system_anonymized,"5,9,19,24,25,29,34,40,42,45,47,85,87,91,106,113,114,115,119,122,129,131",True,True,True,True,True,846.5595172925082,0.9168716412486024,0.9168716412486024,0.9922263259728232,0.9922263259728232,0.9,1.05,True,4.6230461236620295,12.634725672757668,97.99151068599996,4.6230461236620295,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,2026,80,80,evolutionary,removed_for_public_release,removed_for_public_release
real_system_anonymized,"5,9,19,24,25,29,31,34,40,43,44,45,47,84,87,91,106,109,113,115,122,129",True,True,True,True,True,847.1388662662345,0.9161653387652492,0.9161653387652492,0.9922268415546788,0.9922268415546788,0.9,1.05,True,4.621516903108963,12.630546332629038,97.95792106599995,4.621516903108963,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,1234,80,80,evolutionary,removed_for_public_release,removed_for_public_release
real_system_anonymized,"5,9,19,24,25,29,34,40,43,44,45,47,84,87,91,106,113,114,115,122,129,131",True,True,True,True,True,847.347112315446,0.9161652461640788,0.9161652461640788,0.9922267424423564,0.9922267424423564,0.9,1.05,True,4.6173370335972495,12.619122802944114,97.91208111399996,4.6173370335972495,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,1234,80,80,evolutionary,removed_for_public_release,removed_for_public_release
real_system_anonymized,"5,9,19,24,25,29,31,34,40,43,44,45,47,84,87,91,100,106,109,113,115,122",True,True,True,True,True,847.802677595445,0.9161655392030812,0.9161655392030812,0.9922270561424112,0.9922270561424112,0.9,1.05,True,4.614380540527988,12.611042745362091,97.87216874199996,4.614380540527988,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,1234,80,80,evolutionary,removed_for_public_release,removed_for_public_release
real_system_anonymized,"5,9,19,24,25,29,34,40,42,44,45,47,85,87,91,106,113,114,115,122,129,131",True,True,True,True,True,848.1296467182833,0.9152933351434068,0.9152933351434068,0.9922269977900312,0.9922269977900312,0.9,1.05,True,4.609334112702871,12.597250922937612,97.84114773999995,4.609334112702871,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,2026,80,80,evolutionary,removed_for_public_release,removed_for_public_release
real_system_anonymized,"5,8,19,24,25,28,31,34,40,43,45,47,83,87,91,109,110,113,115,119,122,129",True,True,True,True,True,849.9418388387062,0.915533592733276,0.915533592733276,0.9922389885190528,0.9922389885190528,0.9,1.05,True,4.592096398801922,12.550140472265436,97.55824483699998,4.592096398801922,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,1234,80,80,evolutionary,removed_for_public_release,removed_for_public_release
real_system_anonymized,"5,8,19,24,25,29,31,34,40,43,45,47,83,87,92,100,109,110,113,115,119,122",True,True,True,True,True,850.6260555496607,0.9151800686811568,0.9151800686811568,0.9922392744958116,0.9922392744958116,0.9,1.05,True,4.575546834149852,12.504910724651142,97.30704716899996,4.575546834149852,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,1234,80,80,evolutionary,removed_for_public_release,removed_for_public_release
real_system_anonymized,"5,8,19,24,25,28,34,40,43,45,47,84,88,92,110,113,114,115,119,122,129,131",True,True,True,True,True,850.9273788152177,0.9161371059674698,0.9161371059674698,0.9922405481540127,0.9922405481540127,0.9,1.05,True,4.4896216304070204,12.27007824653463,96.64210441699996,4.4896216304070204,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,1234,80,80,evolutionary,removed_for_public_release,removed_for_public_release
real_system_anonymized,"5,8,19,24,25,28,34,40,43,45,47,84,88,92,106,109,113,114,115,119,122,129",True,True,True,True,True,851.7456666927561,0.9161367363140488,0.9161367363140488,0.9922401502420808,0.9922401502420808,0.9,1.05,True,4.466785270147901,12.207666767280411,96.39083356899998,4.466785270147901,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,1234,80,80,evolutionary,removed_for_public_release,removed_for_public_release
real_system_anonymized,"5,8,19,24,25,29,31,34,40,43,45,47,84,88,92,106,109,113,115,119,122,129",True,True,True,True,True,851.8846512302293,0.915181713358489,0.915181713358489,0.9922410435415602,0.9922410435415602,0.9,1.05,True,4.457406050755763,12.18203348115814,96.22538822499996,4.457406050755763,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,1234,80,80,evolutionary,removed_for_public_release,removed_for_public_release
real_system_anonymized,"5,8,19,24,25,29,34,40,43,45,47,84,88,92,106,109,113,114,115,119,122,129",True,True,True,True,True,851.8846512302293,0.915181713358489,0.915181713358489,0.9922410435415602,0.9922410435415602,0.9,1.05,True,4.457406050755763,12.18203348115814,96.22538822499996,4.457406050755763,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,1234,80,80,evolutionary,removed_for_public_release,removed_for_public_release
real_system_anonymized,"5,8,19,24,25,29,31,34,40,43,45,47,84,88,92,106,113,115,119,122,129,131",True,True,True,True,True,852.0882610816385,0.9151816223601644,0.9151816223601644,0.992240945688306,0.992240945688306,0.9,1.05,True,4.453226181244049,12.170609951473216,96.17954827299997,4.453226181244049,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,1234,80,80,evolutionary,removed_for_public_release,removed_for_public_release
real_system_anonymized,"5,8,19,24,25,29,34,40,43,45,47,84,88,92,106,113,114,115,119,122,129,131",True,True,True,True,True,852.0882610816385,0.9151816223601644,0.9151816223601644,0.992240945688306,0.992240945688306,0.9,1.05,True,4.453226181244049,12.170609951473216,96.17954827299997,4.453226181244049,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,1234,80,80,evolutionary,removed_for_public_release,removed_for_public_release
real_system_anonymized,"5,8,19,24,25,29,31,34,40,43,45,47,84,87,92,105,106,113,115,119,122,129",True,True,True,True,True,853.913703119736,0.9151817937111923,0.9151817937111923,0.9922411301204376,0.9922411301204376,0.9,1.05,True,4.432981000255404,12.1152801318814,96.00267587199995,4.432981000255404,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,1234,80,80,evolutionary,removed_for_public_release,removed_for_public_release
real_system_anonymized,"5,8,19,24,25,29,34,40,43,45,47,84,87,91,99,106,109,113,114,115,119,122",True,True,True,True,True,854.5704916939885,0.9145794623771204,0.9145794623771204,0.9922422293788408,0.9922422293788408,0.9,1.05,True,4.4306446910771085,12.108895028907105,95.97149021499996,4.4306446910771085,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,1234,80,80,evolutionary,removed_for_public_release,removed_for_public_release
real_system_anonymized,"5,8,19,24,25,29,34,40,43,45,47,84,87,92,99,106,113,114,115,119,122,131",True,True,True,True,True,854.9362915158265,0.9151823875493174,0.9151823875493174,0.9922417687607652,0.9922417687607652,0.9,1.05,True,4.426464821565395,12.09747149922218,95.92565026299997,4.426464821565395,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,1234,80,80,evolutionary,removed_for_public_release,removed_for_public_release
real_system_anonymized,"5,8,19,24,25,29,31,34,40,42,47,85,87,92,105,106,113,115,119,122,129,130",True,True,True,True,True,855.724146166977,0.9149821070502328,0.9149821070502328,0.9922419236980008,0.9922419236980008,0.9,1.05,True,4.424978079361025,12.093408251874898,95.93174249799996,4.424978079361025,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,1234,80,80,evolutionary,removed_for_public_release,removed_for_public_release
real_system_anonymized,"5,8,19,24,25,29,31,34,40,43,44,45,47,84,87,92,99,106,113,115,122,131",True,True,True,True,True,856.4219780256585,0.9136069831154394,0.9136069831154394,0.9922424200997112,0.9922424200997112,0.9,1.05,True,4.412752810606237,12.059996749402124,95.77528731699996,4.412752810606237,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,1234,80,80,evolutionary,removed_for_public_release,removed_for_public_release
real_system_anonymized,"5,8,19,24,25,29,31,34,40,43,44,45,47,86,87,91,106,109,113,115,122,129",True,True,True,True,True,856.8073308987158,0.913005141789749,0.913005141789749,0.9922428507585396,0.9922428507585396,0.9,1.05,True,4.412260061761359,12.058650073138452,95.79662660499996,4.412260061761359,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,1234,80,80,evolutionary,removed_for_public_release,removed_for_public_release
real_system_anonymized,"5,8,19,24,25,29,31,34,40,43,44,45,47,86,87,91,105,106,113,115,122,129",True,True,True,True,True,857.239704736301,0.9130049488022964,0.9130049488022964,0.9922426429720606,0.9922426429720606,0.9,1.05,True,4.409193124985488,12.05026817432492,95.76300405399996,4.409193124985488,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,1234,80,80,evolutionary,removed_for_public_release,removed_for_public_release
real_system_anonymized,"5,8,19,24,25,29,31,34,40,43,45,47,84,87,92,99,106,113,115,122,130,131",True,True,True,True,True,858.1560546696581,0.9121048079109582,0.9121048079109582,0.9922431867392866,0.9922431867392866,0.9,1.05,True,4.408352053681302,12.047969537254174,95.72720805699994,4.408352053681302,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,1234,80,80,evolutionary,removed_for_public_release,removed_for_public_release
real_system_anonymized,"5,8,19,24,25,29,31,34,40,43,45,47,85,87,92,105,106,113,115,122,129,130",True,True,True,True,True,858.1909472820538,0.9121045457720178,0.9121045457720178,0.9922429037970932,0.9922429037970932,0.9,1.05,True,4.406865311476932,12.043906289906891,95.73330029199995,4.406865311476932,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,1234,80,80,evolutionary,removed_for_public_release,removed_for_public_release
real_system_anonymized,"5,8,19,24,25,29,31,34,40,41,43,45,86,87,105,113,115,122,123,129,130,131",True,True,True,True,True,860.3615370136357,0.9109688261416496,0.9109688261416496,0.9922442617149696,0.9922442617149696,0.9,1.05,True,4.403713418003667,12.03529220553066,95.70214756599997,4.403713418003667,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,31415,80,80,evolutionary,removed_for_public_release,removed_for_public_release
real_system_anonymized,"5,8,19,23,25,29,31,34,41,43,45,46,85,87,106,109,113,115,119,122,123,129",True,True,True,True,True,860.651980396642,0.9081453402973568,0.9081453402973568,0.9922455529304564,0.9922455529304564,0.9,1.05,True,4.39695086489122,12.016810234739603,95.58152131299998,4.39695086489122,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,2026,80,80,evolutionary,removed_for_public_release,removed_for_public_release
real_system_anonymized,"5,8,19,23,25,29,31,34,41,43,44,45,46,85,87,106,109,113,115,122,123,129",True,True,True,True,True,861.6425968727847,0.9075349904813104,0.9075349904813104,0.9922460170391324,0.9922460170391324,0.9,1.05,True,4.387809524251781,11.9918270681929,95.481279349,4.387809524251781,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,2026,80,80,evolutionary,removed_for_public_release,removed_for_public_release
real_system_anonymized,"5,8,19,23,25,29,34,40,42,45,47,84,87,92,106,113,114,115,122,129,130,131",True,True,True,True,True,865.4001753651778,0.9048196976804792,0.9048196976804792,0.9922476298084968,0.9922476298084968,0.9,1.05,True,4.386365260396108,11.987879913626973,95.44999489899996,4.386365260396108,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,1234,80,80,evolutionary,removed_for_public_release,removed_for_public_release
real_system_anonymized,"5,8,19,23,25,29,31,34,40,42,45,47,85,87,91,100,106,113,115,119,122,131",True,True,True,True,True,865.4211091646154,0.9054282421313324,0.9054282421313324,0.9922481853686904,0.9922481853686904,0.9,1.05,True,4.380367317560193,11.97148761290023,95.39355116499996,4.380367317560193,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,1234,80,80,evolutionary,removed_for_public_release,removed_for_public_release
real_system_anonymized,"5,8,19,23,25,29,34,40,42,45,46,85,87,106,113,114,115,119,122,123,129,131",True,True,True,True,True,866.8830894094723,0.9049245394551064,0.9049245394551064,0.9922495644596524,0.9922495644596524,0.9,1.05,True,4.38029935220228,11.97130186445007,95.39941288299995,4.38029935220228,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,2026,80,80,evolutionary,removed_for_public_release,removed_for_public_release
real_system_anonymized,"5,8,19,23,25,29,34,40,42,45,47,86,87,91,106,113,114,115,122,129,130,131",True,True,True,True,True,867.446647681273,0.90423588522706,0.90423588522706,0.9922490037504468,0.9922490037504468,0.9,1.05,True,4.37628939608535,11.960342705890548,95.36068602699996,4.37628939608535,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,1234,80,80,evolutionary,removed_for_public_release,removed_for_public_release
real_system_anonymized,"5,8,19,23,25,29,34,40,41,42,45,86,92,106,109,113,114,115,122,128,129,130",True,True,True,True,True,872.375989424373,0.9036783577799188,0.9036783577799188,0.9922516616218552,0.9922516616218552,0.9,1.05,True,4.367029116069562,11.93503447955606,95.27220042999996,4.367029116069562,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,31415,80,80,evolutionary,removed_for_public_release,removed_for_public_release
real_system_anonymized,"5,8,19,23,25,29,34,40,41,42,45,86,92,106,113,114,115,122,128,129,130,131",True,True,True,True,True,872.5795649218092,0.9036782694485698,0.9036782694485698,0.9922515638887296,0.9922515638887296,0.9,1.05,True,4.362849246557848,11.923610949871136,95.22636047799996,4.362849246557848,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,31415,80,80,evolutionary,removed_for_public_release,removed_for_public_release
real_system_anonymized,"5,8,19,23,25,29,30,34,40,41,42,44,45,86,92,106,113,114,115,128,129,131",True,True,True,True,True,875.2908313082424,0.9027985832244088,0.9027985832244088,0.9922531246668724,0.9922531246668724,0.9,1.05,True,4.359094160533097,11.91334834799972,95.16016916799995,4.359094160533097,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,31415,80,80,evolutionary,removed_for_public_release,removed_for_public_release
real_system_anonymized,"5,8,19,23,25,29,31,40,42,45,46,86,87,92,106,109,113,115,116,119,122,129",True,True,True,True,True,880.8950974579323,0.9049127701506702,0.9049127701506702,0.9922692477696216,0.9922692477696216,0.9,1.05,True,4.357972732127515,11.910283498572058,93.56094101499995,4.357972732127515,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,2026,80,80,evolutionary,removed_for_public_release,removed_for_public_release
real_system_anonymized,"5,8,19,23,25,29,40,42,45,46,86,87,92,106,109,113,114,115,116,119,122,129",True,True,True,True,True,880.8950974579323,0.9049127701506702,0.9049127701506702,0.9922692477696216,0.9922692477696216,0.9,1.05,True,4.357972732127515,11.910283498572058,93.56094101499995,4.357972732127515,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,2026,80,80,evolutionary,removed_for_public_release,removed_for_public_release
real_system_anonymized,"5,8,19,23,25,29,31,40,42,45,46,86,87,106,113,115,116,119,122,123,129,131",True,True,True,True,True,881.095302897539,0.9049422424363612,0.9049422424363612,0.9922691245460168,0.9922691245460168,0.9,1.05,True,4.354370568158071,11.900438830713506,93.52037002299996,4.354370568158071,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,2026,80,80,evolutionary,removed_for_public_release,removed_for_public_release
real_system_anonymized,"5,8,19,23,25,29,31,40,42,45,46,86,87,92,106,113,115,116,119,122,129,131",True,True,True,True,True,881.0986605591536,0.904912681684795,0.904912681684795,0.9922691500339912,0.9922691500339912,0.9,1.05,True,4.353792862615801,11.898859968887134,93.51510106299996,4.353792862615801,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,2026,80,80,evolutionary,removed_for_public_release,removed_for_public_release
real_system_anonymized,"5,8,19,23,25,29,40,42,44,45,46,86,87,105,106,113,114,115,116,122,123,129",True,True,True,True,True,882.1932715457265,0.9043311218787304,0.9043311218787304,0.9922694291319876,0.9922694291319876,0.9,1.05,True,4.3463421602544745,11.878497295038194,93.43234545999994,4.3463421602544745,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,2026,80,80,evolutionary,removed_for_public_release,removed_for_public_release
real_system_anonymized,"5,8,16,19,23,25,28,30,40,41,42,44,45,86,92,106,113,114,115,128,129,131",True,True,True,True,True,904.3496414903498,0.9037436839105636,0.9037436839105636,0.9922727687066945,0.9922727687066945,0.9,1.05,True,4.344668513315841,11.87392323945297,93.62084250399994,4.344668513315841,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,31415,80,80,evolutionary,removed_for_public_release,removed_for_public_release
real_system_anonymized,"5,6,19,23,25,29,31,40,45,46,86,91,99,106,113,115,116,120,122,128,130,131",True,True,True,True,True,927.7354470499354,0.8984049097528956,0.8984049097528956,0.9922891617986472,0.9922891617986472,0.9,1.05,False,4.339299250040632,11.859249111890223,93.59611132299992,4.339299250040632,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,2026,80,80,evolutionary,removed_for_public_release,removed_for_public_release
