case,run_id,seed,generation,elapsed_time_s,unique_evaluations_generation,unique_evaluations_cumulative,cache_hits_generation,cache_hits_cumulative,population_size,feasible_population_size,nondominated_size,archive_nondominated_size,best_loss,best_saidi
ieee33,ieee33_seed_88902,88902,1,1.843574800004717,200,200,0,0,100,100,3,3,143.47158382433176,3.0374230299374996
ieee33,ieee33_seed_88902,88902,2,2.5784432999789715,94,294,100,100,100,100,5,5,143.47158382433176,3.0374230299374996
ieee33,ieee33_seed_88902,88902,3,3.3564444999792613,96,390,100,200,100,100,5,5,143.47158382433176,3.0374230299374996
ieee33,ieee33_seed_88902,88902,4,4.057014499994693,89,479,100,300,100,100,6,6,143.47158382433176,3.0374230299374996
ieee33,ieee33_seed_88902,88902,5,4.744481599977007,90,569,100,400,100,100,8,8,143.47158382433176,3.0113938186875
ieee33,ieee33_seed_88902,88902,6,5.404156799981138,86,655,100,500,100,100,7,7,139.94504598001015,3.0113938186875
ieee33,ieee33_seed_88902,88902,7,6.11138449999271,88,743,100,600,100,100,9,9,139.94504598001015,3.0113938186875
ieee33,ieee33_seed_88902,88902,8,6.832630399992922,93,836,100,700,100,100,5,5,138.81946573409937,3.0091627434374995
ieee33,ieee33_seed_88902,88902,9,7.535348999983398,91,927,100,800,100,100,3,3,138.81946573409937,2.99902994334375
ieee33,ieee33_seed_88902,88902,10,8.20139519998338,86,1013,100,900,100,100,3,3,138.81946573409937,2.99902994334375
ieee33,ieee33_seed_88902,88902,11,8.839493899984518,82,1095,100,1000,100,100,4,4,138.81946573409937,2.99902994334375
ieee33,ieee33_seed_88902,88902,12,9.397143199981656,72,1167,100,1100,100,100,3,3,138.81946573409937,2.99902994334375
ieee33,ieee33_seed_88902,88902,13,10.028390299994498,78,1245,100,1200,100,100,3,3,138.26747691143908,2.99902994334375
ieee33,ieee33_seed_88902,88902,14,10.636782399989897,73,1318,100,1300,100,100,3,3,138.26747691143908,2.99902994334375
ieee33,ieee33_seed_88902,88902,15,11.200590699998429,71,1389,100,1400,100,100,3,3,138.26747691143908,2.99902994334375
ieee33,ieee33_seed_88902,88902,16,11.723927199986065,64,1453,100,1500,100,100,3,3,138.26747691143908,2.99902994334375
ieee33,ieee33_seed_88902,88902,17,12.331452699989313,76,1529,100,1600,100,100,3,3,138.26747691143908,2.99902994334375
ieee33,ieee33_seed_88902,88902,18,12.93930579998414,76,1605,100,1700,100,100,4,4,137.97384885633065,2.99902994334375
ieee33,ieee33_seed_88902,88902,19,13.471857600001385,65,1670,100,1800,100,100,4,4,137.97384885633065,2.99902994334375
ieee33,ieee33_seed_88902,88902,20,13.970305299997563,61,1731,100,1900,100,100,4,4,137.97384885633065,2.99902994334375
ieee33,ieee33_seed_88902,88902,21,14.476474099996267,62,1793,100,2000,100,100,4,4,137.97384885633065,2.99902994334375
ieee33,ieee33_seed_88902,88902,22,14.9698174999794,59,1852,100,2100,100,100,4,4,137.97384885633065,2.99902994334375
ieee33,ieee33_seed_88902,88902,23,15.421212999994168,54,1906,100,2200,100,100,4,4,137.97384885633065,2.99902994334375
ieee33,ieee33_seed_88902,88902,24,15.89695729999221,56,1962,100,2300,100,100,4,4,137.97384885633065,2.99902994334375
ieee33,ieee33_seed_88902,88902,25,16.420814099983545,62,2024,100,2400,100,100,4,4,137.63400755669326,2.99902994334375
ieee33,ieee33_seed_88902,88902,26,16.836999299994204,49,2073,100,2500,100,100,4,4,137.63400755669326,2.99902994334375
ieee33,ieee33_seed_88902,88902,27,17.198178699996788,41,2114,100,2600,100,100,4,4,137.63400755669326,2.99902994334375
ieee33,ieee33_seed_88902,88902,28,17.591645299980883,45,2159,100,2700,100,100,4,4,137.63400755669326,2.99902994334375
ieee33,ieee33_seed_88902,88902,29,18.0425195999851,52,2211,100,2800,100,100,4,4,137.63400755669326,2.99902994334375
ieee33,ieee33_seed_88902,88902,30,18.44117879998521,45,2256,100,2900,100,100,4,4,137.63400755669326,2.99902994334375
ieee33,ieee33_seed_88902,88902,31,18.858045500004664,46,2302,100,3000,100,100,4,4,137.63400755669326,2.99902994334375
ieee33,ieee33_seed_88902,88902,32,19.28125459997682,44,2346,100,3100,100,100,4,4,137.63400755669326,2.99902994334375
ieee33,ieee33_seed_88902,88902,33,19.664088099991204,42,2388,100,3200,100,100,4,4,137.63400755669326,2.99902994334375
ieee33,ieee33_seed_88902,88902,34,19.942130999988876,29,2417,100,3300,100,100,4,4,137.63400755669326,2.99902994334375
ieee33,ieee33_seed_88902,88902,35,20.250240499997744,33,2450,100,3400,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_88902,88902,36,20.558304599981057,33,2483,100,3500,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_88902,88902,37,20.895829599990975,35,2518,100,3600,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_88902,88902,38,21.205706599983387,32,2550,100,3700,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_88902,88902,39,21.48820479999995,29,2579,100,3800,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_88902,88902,40,21.83396879999782,37,2616,100,3900,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_88902,88902,41,22.13173399999505,30,2646,100,4000,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_88902,88902,42,22.470476899994537,37,2683,100,4100,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_88902,88902,43,22.706849499983946,23,2706,100,4200,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_88902,88902,44,22.984460799983935,27,2733,100,4300,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_88902,88902,45,23.22064089999185,22,2755,100,4400,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_88902,88902,46,23.477618100005202,24,2779,100,4500,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_88902,88902,47,23.690231799992034,19,2798,100,4600,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_88902,88902,48,23.968523499992443,28,2826,100,4700,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_88902,88902,49,24.22337619998143,24,2850,100,4800,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_88902,88902,50,24.483246699994197,25,2875,100,4900,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_88902,88902,51,24.712606999994023,21,2896,100,5000,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_88902,88902,52,24.893274300004123,14,2910,100,5100,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_88902,88902,53,25.18078880000394,28,2938,100,5200,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_88902,88902,54,25.41584099997999,21,2959,100,5300,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_88902,88902,55,25.618094399978872,17,2976,100,5400,100,100,5,5,137.3403817568125,2.99902994334375
