case,run_id,seed,generation,elapsed_time_s,unique_evaluations_generation,unique_evaluations_cumulative,cache_hits_generation,cache_hits_cumulative,population_size,feasible_population_size,nondominated_size,archive_nondominated_size,best_loss,best_saidi
ieee33,ieee33_seed_8675,8675,1,1.8487324000161607,200,200,0,0,100,100,4,4,147.32692098434467,3.028684651874999
ieee33,ieee33_seed_8675,8675,2,2.639796800009208,100,300,100,100,100,100,3,3,143.58480332788358,3.0179011214999996
ieee33,ieee33_seed_8675,8675,3,3.339019000006374,90,390,100,200,100,100,4,4,143.58480332788358,3.0179011214999996
ieee33,ieee33_seed_8675,8675,4,4.069277100003092,92,482,100,300,100,100,5,5,143.58480332788358,3.01567004625
ieee33,ieee33_seed_8675,8675,5,4.741581500013126,87,569,100,400,100,100,1,1,139.88091165861837,3.0091627434374995
ieee33,ieee33_seed_8675,8675,6,5.467895100009628,95,664,100,500,100,100,1,1,139.88091165861837,3.0091627434374995
ieee33,ieee33_seed_8675,8675,7,6.111929400009103,84,748,100,600,100,100,1,1,139.88091165861837,3.0091627434374995
ieee33,ieee33_seed_8675,8675,8,6.740795399993658,81,829,100,700,100,100,1,1,139.88091165861837,3.0091627434374995
ieee33,ieee33_seed_8675,8675,9,7.360886300011771,80,909,100,800,100,100,1,1,139.88091165861837,3.0091627434374995
ieee33,ieee33_seed_8675,8675,10,7.96987440000521,78,987,100,900,100,100,3,3,139.08843280497115,3.0055372461562495
ieee33,ieee33_seed_8675,8675,11,8.549695099995006,75,1062,100,1000,100,100,3,3,138.26747691143908,3.0055372461562495
ieee33,ieee33_seed_8675,8675,12,9.206386200006818,84,1146,100,1100,100,100,2,2,138.26747691143908,3.0055372461562495
ieee33,ieee33_seed_8675,8675,13,9.760993600008078,70,1216,100,1200,100,100,3,3,138.26747691143908,2.99902994334375
ieee33,ieee33_seed_8675,8675,14,10.297311900008935,68,1284,100,1300,100,100,4,4,137.97384885633065,2.99902994334375
ieee33,ieee33_seed_8675,8675,15,10.867694100015797,71,1355,100,1400,100,100,4,4,137.97384885633065,2.99902994334375
ieee33,ieee33_seed_8675,8675,16,11.363364699995145,63,1418,100,1500,100,100,4,4,137.97384885633065,2.99902994334375
ieee33,ieee33_seed_8675,8675,17,11.80518850000226,55,1473,100,1600,100,100,4,4,137.63400755669326,2.99902994334375
ieee33,ieee33_seed_8675,8675,18,12.313058500003535,63,1536,100,1700,100,100,4,4,137.63400755669326,2.99902994334375
ieee33,ieee33_seed_8675,8675,19,12.794188500003656,59,1595,100,1800,100,100,4,4,137.63400755669326,2.99902994334375
ieee33,ieee33_seed_8675,8675,20,13.268219599995064,58,1653,100,1900,100,100,4,4,137.63400755669326,2.99902994334375
ieee33,ieee33_seed_8675,8675,21,13.736480999999912,58,1711,100,2000,100,100,4,4,137.63400755669326,2.99902994334375
ieee33,ieee33_seed_8675,8675,22,14.185374399996363,56,1767,100,2100,100,100,4,4,137.63400755669326,2.99902994334375
ieee33,ieee33_seed_8675,8675,23,14.61727869999595,52,1819,100,2200,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,24,15.047026400017785,51,1870,100,2300,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,25,15.47444180000457,51,1921,100,2400,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,26,15.89292949999799,51,1972,100,2500,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,27,16.321797600015998,51,2023,100,2600,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,28,16.722520600014832,48,2071,100,2700,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,29,17.077018400013912,41,2112,100,2800,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,30,17.518935600004625,54,2166,100,2900,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,31,17.896329500013962,44,2210,100,3000,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,32,18.25591540001915,42,2252,100,3100,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,33,18.629154099995503,39,2291,100,3200,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,34,18.95581410001614,37,2328,100,3300,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,35,19.291003399994224,38,2366,100,3400,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,36,19.606084200000623,34,2400,100,3500,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,37,19.890867500012973,31,2431,100,3600,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,38,20.194344399991678,35,2466,100,3700,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,39,20.485063400003128,32,2498,100,3800,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,40,20.74053750000894,26,2524,100,3900,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,41,21.04329040000448,34,2558,100,4000,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,42,21.294011199992383,27,2585,100,4100,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,43,21.530599099991377,24,2609,100,4200,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,44,21.779068700008793,27,2636,100,4300,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,45,22.017995800008066,25,2661,100,4400,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,46,22.224347100011073,21,2682,100,4500,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,47,22.47214329999406,26,2708,100,4600,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,48,22.66708730001119,19,2727,100,4700,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,49,22.814255700010108,13,2740,100,4800,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,50,23.017938700009836,20,2760,100,4900,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,51,23.222003500006394,20,2780,100,5000,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,52,23.380456200015033,14,2794,100,5100,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,53,23.609971900004894,23,2817,100,5200,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,54,23.82798560001538,22,2839,100,5300,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,55,24.022895800007973,19,2858,100,5400,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,56,24.19174720000592,16,2874,100,5500,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,57,24.39281610000762,19,2893,100,5600,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,58,24.552390099997865,13,2906,100,5700,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,59,24.78199320001295,22,2928,100,5800,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,60,24.97562499999185,19,2947,100,5900,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,61,25.144693600013852,16,2963,100,6000,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,62,25.284484800009523,11,2974,100,6100,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,63,25.455304400005843,16,2990,100,6200,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,64,25.641278499999316,18,3008,100,6300,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,65,25.762600999994902,9,3017,100,6400,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,66,25.929398200009018,15,3032,100,6500,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,67,26.052279499999713,9,3041,100,6600,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,68,26.18400050001219,11,3052,100,6700,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,69,26.286992400011513,7,3059,100,6800,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,70,26.40560650001862,9,3068,100,6900,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,71,26.552034399996046,12,3080,100,7000,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,72,26.669163900020067,8,3088,100,7100,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,73,26.76421950000804,5,3093,100,7200,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,74,26.89905639999779,11,3104,100,7300,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,75,27.0214272000012,9,3113,100,7400,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,76,27.15630339999916,11,3124,100,7500,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,77,27.318654900009278,14,3138,100,7600,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,78,27.455742699996335,11,3149,100,7700,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,79,27.570831599994563,8,3157,100,7800,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,80,27.67340980001609,6,3163,100,7900,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,81,27.7797644000093,7,3170,100,8000,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,82,27.898670399998082,9,3179,100,8100,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,83,27.98903070000233,5,3184,100,8200,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,84,28.101186100015184,8,3192,100,8300,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,85,28.207534999994095,7,3199,100,8400,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,86,28.34934320001048,12,3211,100,8500,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,87,28.472928000002867,9,3220,100,8600,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,88,28.559067099995445,4,3224,100,8700,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,89,28.674107400001958,7,3231,100,8800,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,90,28.789133900019806,8,3239,100,8900,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,91,28.903510900010588,8,3247,100,9000,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,92,29.011830100003863,7,3254,100,9100,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,93,29.139857500005746,10,3264,100,9200,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,94,29.26887510000961,10,3274,100,9300,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,95,29.35476459999336,4,3278,100,9400,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,96,29.487412699993,10,3288,100,9500,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,97,29.56553980000899,3,3291,100,9600,100,100,5,5,137.3403817568125,2.99902994334375
ieee33,ieee33_seed_8675,8675,98,29.669109000009485,6,3297,100,9700,100,100,5,5,137.3403817568125,2.99902994334375
